00000209-02_1_front;74,89,128;43,39,40;219,173,150
00007629-06_7_additional;228,237,242;156,165,172;194,158,134
00002053-03_1_front;27,27,27;18,18,16;237,202,182
00001520-01_4_full;230,231,236;24,23,19;216,178,159
00003493-06_4_full;233,215,215;11,11,11;196,141,102
00002015-03_1_front;161,166,172;55,55,57;222,172,139
00002355-02_4_full;22,22,22;50,41,36;226,190,154
00003636-05_4_full;224,101,104;244,243,241;196,126,92
00005155-01_7_additional;16,17,12;191,200,207;169,105,70
00007388-02_1_front;230,228,229;17,16,14;202,152,117
00006389-08_4_full;187,195,110;43,34,25;228,189,158
00003079-01_1_front;223,221,222;76,83,112;236,210,187
00002221-01_4_full;193,192,197;14,13,9;174,122,101
00006459-04_4_full;40,33,27;10,3,0;229,170,126
00006782-01_7_additional;201,201,199;196,213,221;225,189,165
00003523-09_4_full;244,3,48;49,63,100;245,206,173
00002691-06_1_front;25,24,22;163,39,29;233,197,165
00007843-04_4_full;238,238,240;62,93,137;232,200,179
00006361-03_1_front;202,194,191;170,174,177;227,197,173
00003315-02_1_front;46,42,41;212,225,231;241,214,185
00005251-02_7_additional;70,62,43;75,64,44;239,201,178
00005901-05_7_additional;40,45,75;225,225,223;214,168,144
00005899-03_4_full;98,98,100;196,206,207;210,160,137
00007736-04_4_full;236,222,219;37,49,65;234,200,173
00002975-01_1_front;132,176,205;109,162,196;226,185,153
00000840-03_4_full;232,231,229;248,248,248;232,190,165
00003547-01_4_full;238,234,231;119,3,16;233,210,192
00003343-08_4_full;201,0,92;76,73,80;240,216,190
00005695-01_4_full;228,224,223;27,33,45;219,178,146
00003310-02_1_front;20,24,25;48,10,9;182,125,96
00000130-01_4_full;233,233,235;34,35,40;209,177,166
00005967-01_1_front;214,233,240;236,241,244;228,199,169
00002606-01_4_full;233,232,238;21,22,17;224,191,174
00004977-02_4_full;210,220,222;230,235,238;217,176,156
00002091-01_1_front;103,103,113;189,189,187;204,162,137
00003196-06_7_additional;235,232,227;145,159,172;240,206,178
00002962-01_4_full;241,239,242;28,29,24;226,193,176
00007913-02_1_front;24,25,29;15,31,54;216,170,147
00005913-02_1_front;65,81,104;64,61,56;236,210,185
00000886-02_1_front;19,15,16;27,23,24;212,153,123
00006051-04_4_full;250,250,252;76,109,162;210,161,144
00006551-05_4_full;241,192,99;19,18,16;232,202,174
00001820-02_7_additional;244,242,243;24,23,21;213,151,114
00002922-02_1_front;35,48,92;149,168,182;233,197,175
00000825-01_7_additional;220,218,219;42,37,43;202,151,120
00005473-02_4_full;245,245,243;59,59,61;219,169,142
00001159-02_1_front;205,208,213;115,108,82;219,184,165
00004097-04_4_full;253,86,93;100,129,161;232,187,154
00007173-02_1_front;224,209,190;34,33,29;204,144,108
00001062-03_4_full;40,39,44;81,62,58;227,187,161
00002538-03_1_front;244,233,231;19,22,27;234,211,193
00001225-01_1_front;244,244,246;33,32,27;235,203,182
00001369-01_7_additional;235,233,238;9,8,6;119,60,46
00000316-03_1_front;44,43,48;187,197,206;231,200,179
00001513-01_4_full;232,231,236;29,28,24;176,130,107
00002699-10_4_full;241,238,219;244,243,241;233,195,174
00005226-03_7_additional;234,227,217;21,22,24;225,181,144
00000260-02_4_full;245,244,240;41,41,49;237,208,192
00002620-02_4_full;249,245,234;255,255,255;222,167,136
00003778-05_1_front;234,233,229;21,30,45;216,182,154
00001269-02_1_front;51,46,50;35,33,38;232,195,176
00005669-04_4_full;141,137,126;80,106,129;244,226,212
00005790-03_4_full;59,53,57;227,227,227;234,190,163
00002443-01_4_full;31,30,38;235,240,244;144,107,98
00003520-03_1_front;67,72,76;29,44,47;233,205,181
00001389-01_1_front;231,234,241;70,65,69;237,210,193
00000371-08_7_additional;115,114,120;174,200,215;237,209,188
00005614-02_4_full;220,219,215;32,29,24;206,152,114
00003463-02_4_full;246,244,247;213,220,226;242,219,201
00002142-02_4_full;255,251,255;252,252,254;234,188,152
00005499-05_4_full;235,234,240;15,22,30;225,193,170
00003305-11_4_full;240,239,244;237,180,169;147,86,58
00001446-05_4_full;26,25,23;172,181,188;209,154,124
00001523-04_4_full;255,182,212;255,254,255;255,200,173
00006982-09_7_additional;136,103,72;51,51,49;219,177,152
00002930-03_4_full;27,27,25;32,58,93;220,172,150
00002107-02_1_front;35,116,161;155,190,212;228,186,162
00007656-02_4_full;116,105,103;231,212,198;203,152,125
00007914-09_4_full;235,229,231;31,26,30;227,182,153
00005949-05_4_full;37,36,41;62,50,50;197,149,127
00007879-03_1_front;219,218,216;127,156,186;181,115,80
00007850-02_1_front;247,247,247;137,148,170;225,174,127
00006028-01_1_front;56,56,58;225,225,225;211,169,145
00005110-04_4_full;15,89,174;53,64,92;227,181,148
00000505-01_4_full;103,99,100;255,255,253;241,200,172
00007672-01_7_additional;238,247,246;195,194,199;240,219,198
00007807-08_1_front;111,132,175;38,32,32;221,170,149
00002890-03_1_front;197,195,196;13,13,13;241,214,195
00005138-09_1_front;233,232,237;2,171,168;213,181,160
00007376-01_7_additional;234,233,231;243,242,240;234,212,189
00001801-04_4_full;255,255,255;241,246,252;248,213,185
00003401-04_4_full;36,51,94;95,126,155;242,203,162
00005106-08_4_full;185,122,130;238,238,240;218,177,159
00001711-01_4_full;229,227,228;234,234,236;230,185,152
00002090-02_1_front;246,245,250;207,223,238;181,138,122
00001739-03_4_full;248,247,245;80,104,138;226,183,148
00007012-07_1_front;239,235,234;29,42,59;222,175,149
00006902-02_1_front;243,243,243;31,30,35;193,131,90
00005233-01_4_full;72,64,43;20,24,27;215,171,134
00005323-02_1_front;239,239,247;15,15,13;232,198,170
00000813-09_1_front;101,102,133;65,99,137;219,162,132
00000577-01_4_full;25,25,37;229,234,237;233,207,190
00005599-03_1_front;247,245,246;33,74,118;229,187,163
00001071-16_1_front;179,77,54;31,31,23;222,181,153
00006615-02_4_full;30,28,29;21,20,16;212,158,130
00002905-12_7_additional;107,29,51;36,31,35;208,168,143
00000024-04_4_full;255,255,255;252,252,254;254,224,196
00006001-01_1_front;255,254,255;12,14,13;219,187,164
00000888-06_7_additional;155,71,84;95,125,161;226,184,162
00003502-02_7_additional;226,224,225;25,26,28;232,202,178
00001051-01_4_full;245,243,244;27,27,35;242,208,183
00005227-01_4_full;240,240,242;12,13,17;231,191,166
00004616-02_4_full;41,40,46;218,227,234;233,214,200
00004271-04_4_full;143,144,148;54,56,71;246,206,171
00001765-01_7_additional;153,152,147;30,43,51;207,160,130
00007961-06_4_full;65,104,143;199,195,184;177,114,83
00001801-10_4_full;236,0,38;241,246,252;243,208,180
00003288-02_1_front;246,245,243;201,220,234;224,178,145
00003917-45_4_full;229,211,189;27,26,42;244,216,195
00000796-01_4_full;24,20,17;235,237,234;236,212,188
00005893-05_7_additional;30,30,30;57,92,130;244,221,205
00003014-02_4_full;206,227,196;62,60,65;228,191,172
00001818-01_1_front;117,61,60;15,5,3;212,162,135
00004465-03_4_full;196,215,230;139,162,178;234,201,184
00002080-01_4_full;206,206,208;19,20,15;235,207,186
00001870-01_4_full;39,37,40;108,104,103;224,187,168
00006433-06_4_full;244,242,245;241,0,42;240,209,189
00002586-08_4_full;248,248,248;128,118,91;223,178,155
00006863-16_4_full;254,113,86;42,33,54;242,197,156
00002159-02_1_front;247,69,91;158,173,180;222,174,134
00001014-01_4_full;34,33,29;152,121,67;208,170,151
00001756-03_1_front;211,200,198;153,132,89;196,134,97
00006235-01_1_front;249,249,249;247,245,246;242,212,184
00002165-01_4_full;249,247,248;199,199,201;234,192,168
00004790-02_4_full;232,236,235;196,214,224;233,201,178
00001077-01_7_additional;248,247,243;161,191,201;248,232,217
00001938-01_7_additional;199,194,191;10,9,5;206,155,124
00001212-14_4_full;33,67,175;231,232,234;247,215,176
00007896-08_7_additional;39,39,39;43,44,46;215,167,144
00001935-02_1_front;27,26,24;24,22,23;184,128,101
00007592-03_1_front;190,175,156;31,31,31;213,166,136
00005596-01_1_front;21,22,26;203,213,222;239,214,192
00003776-06_4_full;245,233,233;44,42,47;229,187,165
00006975-01_1_front;35,32,43;171,193,206;242,225,207
00000789-01_1_front;232,232,232;129,147,157;232,194,171
00001837-03_1_front;240,235,232;58,102,151;237,205,182
00001326-02_1_front;93,94,98;15,12,7;201,146,115
00007350-01_1_front;152,44,59;32,32,30;234,215,198
00007271-04_4_full;235,181,91;18,23,29;211,162,122
00002824-04_4_full;230,228,229;228,234,234;231,197,172
00005523-02_7_additional;23,25,24;54,54,54;217,168,138
00007099-06_1_front;222,190,167;41,41,43;231,189,164
00002782-02_7_additional;55,55,57;132,153,172;233,202,184
00006566-08_1_front;68,55,83;79,112,147;235,190,159
00006602-16_4_full;254,32,57;166,186,210;252,226,203
00001249-02_4_full;154,152,163;26,25,31;211,170,152
00002618-02_7_additional;25,24,20;23,22,18;221,172,142
00005060-01_1_front;41,41,43;229,229,231;212,165,135
00000788-02_4_full;232,229,222;101,125,149;221,172,140
00006028-01_7_additional;54,53,58;230,230,230;212,170,146
00006631-01_1_front;46,42,43;24,23,21;234,200,173
00007697-06_4_full;148,142,130;50,48,49;214,165,133
00003523-55_4_full;225,86,47;109,135,170;253,224,194
00005085-46_4_full;224,215,236;135,163,184;250,210,175
00002359-03_4_full;252,248,247;129,29,27;254,210,183
00001597-02_1_front;251,251,249;48,38,36;242,212,188
00002390-02_1_front;29,27,28;252,252,254;239,217,203
00006863-24_4_full;191,0,93;241,246,252;240,192,152
00006781-01_4_full;244,243,241;191,209,219;233,203,179
00001926-01_1_front;95,146,189;64,104,130;236,217,203
00003195-08_4_full;241,237,238;196,200,212;204,149,119
00002198-01_7_additional;30,30,40;29,32,39;203,157,131
00005000-07_1_front;241,241,233;200,180,147;208,165,123
00005253-08_4_full;218,161,80;68,66,71;227,182,159
00003208-07_1_front;48,39,40;250,250,252;240,201,170
00005843-01_4_full;235,231,230;23,29,41;188,133,102
00000010-01_1_front;28,25,20;33,34,39;242,233,218
00000278-01_4_full;239,235,232;45,56,76;227,192,173
00004148-01_4_full;236,236,236;56,57,62;211,168,149
00001811-01_7_additional;34,35,53;41,45,56;228,186,164
00001131-03_4_full;217,198,181;57,57,59;205,162,120
00007331-06_1_front;194,193,199;96,125,167;201,155,129
00000431-03_4_full;33,34,36;38,56,80;209,163,130
00006567-03_4_full;247,245,246;233,247,250;238,197,169
00000376-05_4_full;248,247,245;190,201,205;245,228,212
00007197-02_1_front;233,233,235;36,36,34;223,185,149
00003917-49_4_full;56,53,60;18,32,69;249,225,201
00004401-01_4_full;59,54,58;248,246,247;225,166,132
00003977-02_1_front;236,234,235;30,27,20;225,184,154
00005867-05_4_full;237,233,230;80,106,141;216,145,101
00001408-01_4_full;49,44,40;242,220,206;226,184,159
00002068-03_4_full;57,50,68;249,249,249;246,201,160
00003804-04_4_full;248,240,237;181,194,203;243,211,186
00006080-05_1_front;211,166,125;31,27,28;233,192,172
00005200-01_1_front;238,236,237;34,55,84;236,204,181
00004925-04_4_full;166,166,154;40,69,101;223,187,161
00004803-03_4_full;220,230,232;237,236,234;232,210,189
00003298-06_4_full;151,53,42;23,33,42;216,172,145
00001347-07_4_full;197,141,140;81,103,142;208,157,128
00005598-02_1_front;47,43,44;161,193,214;242,191,148
00003353-02_1_front;41,47,73;196,202,202;238,207,186
00003586-01_4_full;245,243,248;49,52,59;224,185,168
00005375-01_7_additional;238,236,237;13,13,11;219,174,143
00006066-03_4_full;91,73,37;102,128,161;250,203,161
00000085-02_1_front;205,205,207;156,179,195;234,202,181
00006203-02_4_full;88,27,34;31,27,28;231,178,144
00004687-04_4_full;5,204,235;176,196,207;247,199,161
00003961-02_4_full;245,243,244;144,175,195;215,174,146
00004680-05_4_full;44,33,31;29,20,13;222,168,132
00001126-05_1_front;59,41,29;42,37,34;231,194,167
00005116-03_1_front;242,242,242;83,148,214;208,154,120
00007359-04_4_full;246,246,248;39,44,64;199,148,117
00006218-02_1_front;31,25,25;113,66,58;234,206,182
00005065-02_4_full;251,251,251;44,36,34;241,194,152
00006580-01_1_front;212,162,129;236,235,240;245,220,200
00000798-04_4_full;46,42,43;251,251,251;235,193,151
00002503-06_7_additional;40,39,45;132,134,147;214,184,173
00000098-02_4_full;240,238,241;38,36,37;225,174,145
00001925-30_1_front;106,101,108;26,33,51;213,164,131
00000698-06_4_full;38,36,39;27,23,20;239,208,179
00001765-02_4_full;203,202,200;47,63,86;237,214,198
00007058-02_7_additional;44,39,43;68,67,72;220,184,172
00002376-01_1_front;141,167,200;154,184,210;229,203,190
00007959-07_4_full;34,30,31;45,77,88;228,185,168
00006013-01_4_full;240,246,244;29,40,86;228,190,154
00002183-01_4_full;26,24,29;236,232,233;251,189,150
00003045-03_4_full;228,226,227;9,9,7;222,173,140
00005369-07_4_full;247,234,228;249,249,249;233,188,155
00005400-02_4_full;33,34,39;239,239,241;230,198,183
00000891-02_7_additional;57,38,24;211,189,165;217,168,135
00002192-01_7_additional;168,166,169;57,55,58;214,172,148
00000929-01_1_front;242,239,232;41,48,56;207,167,141
00003086-02_1_front;219,216,209;81,74,58;226,191,172
00005058-01_4_full;232,232,232;184,197,205;206,158,136
00004433-01_4_full;242,238,229;152,165,174;172,116,93
00007022-22_4_full;56,106,155;245,249,252;245,218,191
00003285-03_7_additional;72,69,76;83,81,95;218,172,149
00004596-04_4_full;255,255,255;255,255,255;219,160,126
00003950-05_7_additional;33,29,26;22,23,27;232,197,169
00002706-01_4_full;139,135,108;235,234,240;204,143,112
00001477-05_4_full;37,32,55;240,240,240;196,137,105
00001499-02_4_full;234,230,218;37,33,30;231,194,165
00003259-01_7_additional;193,189,188;96,125,159;219,183,161
00000395-01_7_additional;39,39,75;12,12,12;239,219,194
00004673-06_4_full;104,103,135;234,229,223;221,176,157
00001781-01_7_additional;248,247,245;52,84,125;211,179,154
00001285-02_7_additional;53,44,29;35,38,47;198,143,113
00005635-33_4_full;211,156,74;145,103,89;134,96,83
00006458-01_4_full;230,226,225;66,64,67;224,179,158
00001592-07_4_full;242,243,247;10,14,17;219,191,169
00005893-05_1_front;31,31,31;89,123,158;244,217,198
00005666-02_4_full;244,242,243;22,29,37;238,219,202
00005286-05_1_front;225,223,226;82,73,68;225,184,164
00006155-03_1_front;217,216,214;18,47,79;222,184,161
00002162-49_4_full;103,94,63;236,241,244;243,199,152
00005827-06_4_full;241,235,237;36,34,37;191,145,122
00000266-01_1_front;236,235,240;49,49,49;204,151,117
00002989-01_4_full;241,238,233;203,216,224;227,183,158
00002678-53_4_full;225,178,162;207,215,226;186,134,112
00002126-01_7_additional;234,234,236;46,62,88;216,170,144
00003208-11_1_front;160,163,168;44,48,73;240,197,154
00005913-07_1_front;244,242,245;50,75,132;239,208,188
00002950-03_4_full;18,12,12;193,143,192;239,203,177
00004602-03_4_full;99,84,43;125,159,197;199,155,130
00004731-04_4_full;236,235,233;30,27,20;206,146,109
00002991-02_4_full;7,87,124;31,69,105;235,208,179
00007464-04_4_full;242,234,231;180,197,213;241,217,205
00001296-01_4_full;88,117,149;169,187,199;174,123,102
00000929-01_7_additional;231,228,223;28,35,41;206,153,122
00005870-02_1_front;255,126,94;95,142,188;239,203,177
00007312-03_4_full;225,187,174;54,51,58;206,156,129
00007629-03_4_full;246,246,246;190,198,201;219,177,152
00002503-07_1_front;189,132,43;126,126,138;226,191,171
00006865-01_4_full;239,237,240;30,30,38;210,161,129
00000507-01_7_additional;182,204,218;47,63,99;237,202,180
00007626-02_1_front;18,16,17;243,243,241;218,173,132
00005617-03_4_full;229,223,223;47,79,118;224,181,147
00003190-07_1_front;247,240,234;156,165,174;218,178,152
00007697-03_4_full;100,98,103;52,48,47;227,185,161
00002523-09_4_full;27,31,34;237,238,240;195,160,138
00002025-01_7_additional;228,228,228;244,244,246;233,205,183
00002561-09_1_front;231,182,90;38,64,99;235,209,186
00001268-01_7_additional;230,230,230;36,78,128;215,180,158
00001627-07_4_full;199,227,231;73,104,148;223,182,164
00004829-04_4_full;241,240,238;117,88,44;234,189,160
00005011-02_4_full;209,205,206;226,230,233;234,181,150
00001925-07_4_full;158,157,162;29,36,54;213,160,120
00006901-05_7_additional;122,109,127;192,202,212;232,203,185
00004481-02_4_full;35,33,38;164,161,168;216,166,141
00002329-03_4_full;36,26,27;26,23,44;247,217,193
00007359-05_7_additional;33,32,40;26,33,52;189,138,107
00006376-04_4_full;126,134,136;74,107,152;225,186,169
00000179-01_7_additional;28,32,43;137,172,194;228,205,191
00006222-03_4_full;244,240,239;58,51,59;228,190,169
00005440-01_4_full;30,29,25;221,223,222;213,176,149
00000977-02_7_additional;243,244,248;22,26,29;217,177,151
00005959-06_1_front;240,238,239;218,79,86;230,194,178
00004156-03_4_full;122,17,32;60,60,62;218,177,147
00000628-01_4_full;53,42,46;74,88,133;249,206,172
00005011-02_1_front;210,206,207;218,223,227;239,201,165
00006315-01_1_front;23,62,95;92,123,152;227,192,164
00005483-02_4_full;143,28,41;34,35,40;186,127,95
00007261-06_7_additional;241,188,182;166,184,194;240,208,187
00005103-01_1_front;244,242,243;231,235,236;231,207,183
00002303-01_1_front;238,238,240;17,18,13;217,179,156
00000086-01_1_front;233,231,236;37,37,37;215,169,136
00003522-02_1_front;230,240,239;14,14,14;235,213,190
00001901-02_1_front;189,160,142;94,91,86;228,182,148
00007312-02_7_additional;195,215,216;59,58,66;192,146,123
00007369-04_4_full;232,230,231;211,218,224;214,164,129
00002054-05_4_full;242,240,241;21,20,16;211,161,126
00005366-02_1_front;106,36,28;29,45,68;227,196,168
00002697-01_1_front;39,39,39;158,156,157;224,183,151
00002577-05_4_full;42,37,43;232,232,234;200,143,114
00005848-02_4_full;42,42,42;245,245,243;224,186,163
00005866-01_1_front;26,24,25;18,18,18;217,169,146
00000118-03_7_additional;76,57,53;62,61,66;225,171,135
00003522-02_7_additional;240,250,249;22,22,22;238,216,192
00005951-02_4_full;46,44,49;78,32,35;218,173,150
00000778-04_4_full;237,239,238;191,202,208;238,210,188
00000889-03_4_full;42,14,3;13,12,7;218,168,133
00001202-06_7_additional;240,241,245;58,93,131;222,193,175
00005099-05_7_additional;89,0,48;18,16,19;229,194,174
00007103-02_1_front;36,35,31;161,161,159;223,187,163
00000560-02_1_front;222,220,221;43,36,43;219,172,142
00007006-01_7_additional;24,22,25;152,168,183;218,170,130
00004666-01_4_full;236,235,231;170,203,220;231,200,180
00007708-04_4_full;234,234,234;26,55,97;232,198,171
00006279-02_1_front;223,216,200;49,50,45;224,181,147
00002825-03_1_front;236,234,235;11,11,9;169,131,112
00005371-03_4_full;228,227,223;52,60,97;241,210,181
00002089-02_1_front;246,246,248;116,135,165;218,172,148
00001347-06_4_full;216,172,133;98,122,158;227,181,155
00002121-11_1_front;2,77,72;29,27,28;186,128,91
00002089-03_1_front;170,173,182;116,140,174;208,161,135
00003801-05_7_additional;26,25,20;33,33,33;237,205,180
00002023-03_4_full;237,206,186;134,161,182;236,209,192
00000103-01_1_front;193,190,197;214,192,168;212,161,140
00006505-02_1_front;244,240,237;181,173,160;234,197,171
00003690-02_4_full;113,85,71;11,11,11;236,202,174
00003115-02_1_front;238,240,239;51,49,54;234,210,186
00002813-05_4_full;252,251,255;132,163,192;241,220,203
00003381-04_4_full;217,228,230;28,23,19;217,158,116
00007168-05_1_front;34,34,36;128,123,120;245,222,206
00003939-02_1_front;235,231,232;30,28,39;236,200,168
